thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.013440000009723008,0.02240179997170344,0.02240179997170344,8.359329600003548,1,[8.336672800011002],[8.336680400010664],pilot,001,2026-03-06_13h09.39.608,experiment,,2026.1.1,143.68228977721117,2026-03-06 13h09.39.753000 -0500,
