thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.005598799965810031,0.01120389997959137,0.01120389997959137,,,,,,,,,
