thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.01218020002124831,0.024704999988898635,0.024704999988898635,,,,,,,,,
