thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,ConditionSelection.started,ConditionSelectionText.started,Condition1Button.started,Condition2Button.started,ConditionSelection.stopped,Condition1Button.numClicks,Condition1Button.timesOn,Condition1Button.timesOff,Condition2Button.numClicks,Condition2Button.timesOn,Condition2Button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.010916699946392328,0.01968729996588081,0.01968729996588081,0.6962401999626309,1,[0.6762928999960423],[0.6762990999850444],,,,,,,,,,,,pilot,001,2026-03-06_13h39.39.458,experiment,,2026.1.1,143.3367064660777,2026-03-06 13h39.39.635091 -0500,
,,,,,,,,,,0.6971237999969162,0.7067505999584682,0.7067505999584682,0.7067505999584682,22.390093999973033,1,[21.68302950001089],[21.683035900001414],0,,,pilot,001,2026-03-06_13h39.39.458,experiment,,2026.1.1,143.3367064660777,2026-03-06 13h39.39.635091 -0500,
