thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.013632299960590899,0.021946499997284263,0.021946499997284263,10.505065399978776,1,[10.482881899981294],[10.482888700033072],pilot,001,2026-03-06_13h34.38.590,experiment,,2026.1.1,141.6585095439466,2026-03-06 13h34.38.945404 -0500,
