thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,WelcomeContinueButton.started,WelcomeScreen.stopped,WelcomeContinueButton.numClicks,WelcomeContinueButton.timesOn,WelcomeContinueButton.timesOff,ConditionSelection.started,ConditionSelectionText.started,Condition1Button.started,Condition2Button.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0017503999406471848,0.004973100032657385,0.004973100032657385,2.2622510000364855,1,[2.2571489999536425],[2.257153999991715],,,,,477842,001,2026-03-07_12h52.15.945,experiment,,2026.1.1,143.71161095483038,2026-03-07 12h52.16.111373 -0500,
,,,,,,,,,,2.2632980999769643,2.268213800038211,2.268213800038211,2.268213800038211,,,,,,,,,
