thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,ConditionSelection.started,ConditionSelectionText.started,Condition1Button.started,Condition2Button.started,ConditionSelection.stopped,Condition1Button.numClicks,Condition1Button.timesOn,Condition1Button.timesOff,Condition2Button.numClicks,Condition2Button.timesOn,Condition2Button.timesOff,StimulusLink.started,InstructionText.started,StimulusLinkButton.started,StimulusLink.stopped,StimulusLinkButton.numClicks,StimulusLinkButton.timesOn,StimulusLinkButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.013700999959837645,0.022891899978276342,0.022891899978276342,0.7128680999740027,1,[0.6897251000045799],[0.6897318999981508],,,,,,,,,,,,,,,,,,,pilot,001,2026-03-06_13h59.22.460,experiment,,2026.1.1,145.19667621013318,2026-03-06 13h59.22.656988 -0500,
,,,,,,,,,,0.713783799961675,0.7236772999749519,0.7236772999749519,0.7236772999749519,1.2260772999725305,0,,,1,[0.48838689998956397],[0.48839309997856617],,,,,,,,pilot,001,2026-03-06_13h59.22.460,experiment,,2026.1.1,145.19667621013318,2026-03-06 13h59.22.656988 -0500,
,,,,,,,,,,,,,,,,,,,,,1.2267019000137225,1.2374234999879263,1.2374234999879263,7.136875099968165,1,[5.899234300013632],[5.899241300008725],pilot,001,2026-03-06_13h59.22.460,experiment,,2026.1.1,145.19667621013318,2026-03-06 13h59.22.656988 -0500,
