thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.014211100002285093,0.028638899966608733,0.028638899966608733,17.10969599999953,1,[17.080800600000657],[17.080808400001843],pilot,001,2026-03-06_13h07.30.486,experiment,,2026.1.1,144.2514360702957,2026-03-06 13h07.30.847748 -0500,
