thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.015403199999127537,0.026857599965296686,0.026857599965296686,12.263006899971515,1,[12.235914900025818],[12.23592110001482],pilot,001,2026-03-06_13h10.18.578,experiment,,2026.1.1,148.57781323081645,2026-03-06 13h10.18.723277 -0500,
