thisRow.t,notes,piloting,WelcomeScreen.started,WelcomeText.started,ContinueButton.started,WelcomeScreen.stopped,ContinueButton.numClicks,ContinueButton.timesOn,ContinueButton.timesOff,ConditionSelection.started,ConditionSelectionText.started,Condition1Button.started,Condition2Button.started,ConditionSelection.stopped,Condition1Button.numClicks,Condition1Button.timesOn,Condition1Button.timesOff,Condition2Button.numClicks,Condition2Button.timesOn,Condition2Button.timesOff,StimulusLink.started,InstructionText.started,StimulusLinkButton.started,StimulusLink.stopped,StimulusLinkButton.numClicks,StimulusLinkButton.timesOn,StimulusLinkButton.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.0110763999982737,0.019817200023680925,0.019817200023680925,1.0857273999718018,1,[1.0656623999821022],[1.065670499985572],,,,,,,,,,,,,,,,,,,pilot,001,2026-03-06_13h58.51.111,experiment,,2026.1.1,144.17240718205,2026-03-06 13h58.51.306003 -0500,
,,,,,,,,,,1.0866409000009298,1.0964996999828145,1.0964996999828145,1.0964996999828145,1.9042192000197247,1,[0.7942777000134811],[0.7942834999994375],0,,,,,,,,,,pilot,001,2026-03-06_13h58.51.111,experiment,,2026.1.1,144.17240718205,2026-03-06 13h58.51.306003 -0500,
,,,,,,,,,,,,,,,,,,,,,1.904847499972675,1.9161086999811232,1.9161086999811232,13.476560599985532,1,[11.560163000016473],[11.56016950000776],pilot,001,2026-03-06_13h58.51.111,experiment,,2026.1.1,144.17240718205,2026-03-06 13h58.51.306003 -0500,
